time,voltage,torque_L,rpm_L,power_L,torque_R,rpm_R,power_R,stage
1.2000000424450263e-06,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.4319999999999453,-0.00011066296276579399,warmup
0.02040000000033615,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.040729499999542895,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.06087200000001758,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.08146060000035504,1.5,0.0,2.4319999999999453,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.10408120000010967,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.12432689999968716,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.14520509999965725,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.1654459000001225,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.1860834999997678,1.5,0.0,2.4319999999999453,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.20669859999998152,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.22689790000003995,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.24820530000033614,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.2684127000002263,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.28871970000000147,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.3088729000000967,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.3293647000000419,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,3.4367999999998844,0.0007124170909984267,warmup
0.34974700000020675,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.3701920000003156,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.39130050000039773,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.41187329999957,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.4322229999997944,1.5,-0.024632672000002864,2.934399999999826,-0.0007417977840370666,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.45279479999953764,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.4737600999997085,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,3.4367999999998844,0.0007124170909984267,warmup
0.4942559999999503,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.5147707999994964,1.5,-0.024632672000002864,2.934399999999826,-0.0007417977840370666,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.5353238999996393,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.5557661000002554,1.5,0.0,3.4367999999998844,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.576253799999904,1.5,0.0,3.4367999999998844,0.0,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.5968309999998382,1.5,0.0,2.934399999999826,0.0,0.020198791039995445,2.934399999999826,0.0006082741829101868,warmup
0.617389699999876,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.637755599999764,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.658098599999903,1.5,-0.024632672000002864,2.934399999999826,-0.0007417977840370666,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.6787340000000768,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.6995152999998027,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
0.7196117000003142,1.5,0.0,2.934399999999826,0.0,-0.004433880959998708,2.934399999999826,-0.00013352360112661756,warmup
